titre,entreprise,ville,contrat,date,lien,source
Conception graphique d'un rapport annuel,United Nations,Sénégal,N/A,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sna0067bb7626cb97d4c32ff84e7c14948,optioncarriere.sn
Oracle Retail Cloud (Functional / Techno Functional),TechBiz Global,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn11e9877f6b5913f2bde2e17b42e84419,optioncarriere.sn
QA Engineer- Salesforce Specialist,TechBiz Global,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn2ca432d7b0e4b05ee51123a7aef09c20,optioncarriere.sn
Emerging Leaders Trainee Programme,West Africa Farms,Saint-Louis,N/A,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn10a722d82e127c0fdc9e6ca3991008fc,optioncarriere.sn
Chauffeur,Ambassade des Etats-Unis a Dakar,Dakar,N/A,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn6f7701b9d68b85d253198e5d3676d69e,optioncarriere.sn
Global eCommerce Specialist,CMA CGM,Dakar,N/A,Il y a 26 jours,https://www.optioncarriere.sn/jobad/sn3101bce8be22a7ace83cee4f9367314f,optioncarriere.sn
Conseiller Client (F/H) - Service Client - Dakar - Français & Anglais,Concentrix,Dakar,N/A,Il y a 27 jours,https://www.optioncarriere.sn/jobad/snce7325e771fe7ff0f4eba44f5bf057aa,optioncarriere.sn
"Resources Acquisition & Management Director, WV Senegal",World Vision International,Dakar,N/A,Il y a 28 jours,https://www.optioncarriere.sn/jobad/sn2e3b32f6e8e472ec8baf6c7cd4686bd7,optioncarriere.sn
Cash-Based Interventions Officer,IOM,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn5a69b4e48916db665a6daf7546021a61,optioncarriere.sn
Global Assurance Manager,Plan International,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn126bdf4f2006150d3350193a3d576536,optioncarriere.sn
Internal Auditor,Wave Mobile Money,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn5c3bd09347fffbb9ff7d9ee7d26a87f6,optioncarriere.sn
Regional Infrastructure Advisor,UNOPS,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/snda40cddcc4b3d8c40c3f201922b5e0d7,optioncarriere.sn
IWG – Partnership Sales Lead,IWG,Dakar,N/A,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn2f6c809984d3e1a069c94d1cd8c01d2e,optioncarriere.sn
Sales manager,ZETATECH,Sénégal,N/A,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn53db9535746b9ec83f1159c89e4892e1,optioncarriere.sn
"JMM Brazil | Multicultural Teams | West Africa, South America",Reliant Mission,Sénégal,N/A,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn3ee98003dc340628faae0973fe246b65,optioncarriere.sn
Brand Communications Manager,Wave Mobile Money,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn6b3d7c5c67096794ef34b228521ff3f8,optioncarriere.sn
Senior Business Analyst,Philip Morris International,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn74ea530d2ff1bd45cb3e295f17272216,optioncarriere.sn
Linguist Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snd8121348d6ed9b99fe35c1153c64b910,optioncarriere.sn
"Senior Malaria Advisor, DOS LEAP Global - Senegal",ZemiTek LLC,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn11526f3d263b6d9ccb2102179474f7d5,optioncarriere.sn
A.I Policy Reviewer,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snc30f841f4988560678c5673963177726,optioncarriere.sn
Computer Vision Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3b949ff52234897edd0fe816443dd97f,optioncarriere.sn
NLP Data annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn04b11b5447ca744692b2d0a9ffecaf6a,optioncarriere.sn
Risk Analyst,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sna27b8a88c8c0b98ba18acf20d0420f3c,optioncarriere.sn
Trust and Safety Analyst,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sna7641d194072b61040723fb119b3a9cd,optioncarriere.sn
Document Analyst,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snb24c3263a62cdabe3af7329a920350b4,optioncarriere.sn
LLM Evaluator (Model Response Analyst),Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn9f5b5c6d4d8658347ca87ef0b61a2d72,optioncarriere.sn
A.I Content Reviewer,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3cd36949d917c0f743d4ddd65eb8f937,optioncarriere.sn
Content Moderator (Trust and Safety Specialist),Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sne9f0fd81ea412538dfd6c4a060f7cbc5,optioncarriere.sn
Legal Data Analyst,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn219053ff0fdc113cbb54bec8d291218c,optioncarriere.sn
Computational Linguist Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn70b8c0c065c802f5eb3bd41f1e8fb58e,optioncarriere.sn
Information Extraction Specialist,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn1fd8400ee3ac2919bc5cc6caa2b01052,optioncarriere.sn
A.I Trainer,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn893b8d6443d39f41d8a49c3d23393d5d,optioncarriere.sn
Language Specialist Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn7bb69046888f9d1aedbab861269974bf,optioncarriere.sn
RLHF Specialist,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3bef67ac2c949a8301c467d18faa494f,optioncarriere.sn
IT Incident & Technical Support Engineer,World Vision International,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn203e4f06706c8b423923468bc6c5f0d1,optioncarriere.sn
Mailbox Audit & Compliance Team (MACT) Volunteer,International Humanity Foundation,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn5a4f7fe822ad358dcfbe790c20023e11,optioncarriere.sn
Managing Director - Investment Advisory,Fed Africa,Dakar,N/A,Il y a 26 jours,https://www.optioncarriere.sn/jobad/sna7bdecd46fcc4355940cf812b961d729,optioncarriere.sn
Data Operations Analyst,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn0b3d49760ac2342f04c6feca61d2ceae,optioncarriere.sn
"Officer, Livelihoods & Resilience",IFRC,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn83b7f3037eed35b1db99b98d12d08e99,optioncarriere.sn
Regional Business Development Director - West and Central Africa,Plan International,Dakar,N/A,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn624ff91ac69a9fbd50d331df6193dded,optioncarriere.sn
Security Engineer Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sne62918c2d160e6deb1a7d545e1e6c744,optioncarriere.sn
Web data analyst annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snc741fdd4bb0812023b22f100e62bcc3e,optioncarriere.sn
Data Set Curator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snd8b09b90526c61bfb917f024c0576c12,optioncarriere.sn
Quality Assurance Analyst,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn46b75b7de7b94411f6cd3e9f8bbb6dc2,optioncarriere.sn
Video Content Reviewer,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snf0a386d7e9e72308df102aaaf94e8c8e,optioncarriere.sn
Web content analyst annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn8cf83fc9a5fd43f8f86db8d8ba5a6d7a,optioncarriere.sn
"Regional Associate, Malaria Commodity Access - West Central Africa",Clinton Health Access Initiative,Dakar,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn6ae752e6a70d85c4babd900d04dd7be6,optioncarriere.sn
Full stack Engineer Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sncc85fc78e57f9e1ed2f8beaef5d487c5,optioncarriere.sn
Devops Engineer Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snf66c9e49b936f3892e2f42263895641e,optioncarriere.sn
Backend Engineer Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snc8b70d0f0872f84286b959c2dfa61aad,optioncarriere.sn
Software Engineer Annotator,Odixcity Consulting,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn0b6d71b564758819aa750fc55c084502,optioncarriere.sn
Human Resources Manager,Vivo Energy,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snc612063b2b251752afb89f2e57f69ca5,optioncarriere.sn
Regional Coordinator,Jhpiego,Kaolack,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn29176bc4f0e8f49fcfbc7a434da0303a,optioncarriere.sn
Economic Specialist,Ambassade des Etats Unies au Senegal,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn56dff330b0c0ffe3ccf212a7c059427b,optioncarriere.sn
Managing Director – Investment Advisory,Fed Africa,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn03f347346ec6fa01437cf5c6e5aaab90,optioncarriere.sn
Regional Industry Manager,World Bank,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn940af2f5400c29198ddba2ef7ae20325,optioncarriere.sn
Public Engagement Assistant,Ambassade des Etats Unies au Senegal,Dakar,N/A,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn9186452e17fa95f8003cec9623c46463,optioncarriere.sn
Program Officer,Jhpiego,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn24eaa4af1b3c114f1fa0d9ed71670b58,optioncarriere.sn
"Chief of Party, USDA McGovern-Dole",World Vision International,Sénégal,N/A,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn420c1208d1358e746e16be05a90e3a05,optioncarriere.sn
IT Infrastructure Manager,Odixcity Consulting,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn30d21104e4183045f087280782214fb8,optioncarriere.sn
Azure Architect,Odixcity Consulting,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn44985a4fbeb09a1d4bfef83ffddab63c,optioncarriere.sn
UI/UX Designer,Odixcity Consulting,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snfc4580c1dee61135ef7bee12d768494a,optioncarriere.sn
Communications Intern,UniversalGiving,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn759d142cef523de2f6dbfd659cc1660f,optioncarriere.sn
Sustainable Agriculture Agent,Peace Corps,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn913f30ea82f6d5a9d6630c2e56fbc849,optioncarriere.sn
Environmental Change Agent,Peace Corps,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn4e17c126d4668087a8edd8e26546f915,optioncarriere.sn
Community Health Extension Agent,Peace Corps,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn97d48e4ce54dbdc44cb34d37764d7df1,optioncarriere.sn
Identity Access Management - System Administrator,Spotter AI,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snc2d3bbd843cff2b237c797e1f3cfe884,optioncarriere.sn
Regional Liaison (02) - Fatick (1)- Kaffrine,Jhpiego,Fatick,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn38ea04712a2e2344684807f8750e0fc7,optioncarriere.sn
Procurement Officer,Jhpiego,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snc7f2864e7cbc74b42945a4e724f46a98,optioncarriere.sn
Admin Officer,Jhpiego,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn4ed4e9aa74ce6fca0a1a3e530ceb488c,optioncarriere.sn
Sales Development Specialist (German Speaking),TalentWorldGroup,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn3e96abf6dadb1bf3e96fbf8562671302,optioncarriere.sn
Full Stack Software Engineer,Chapter One,Sénégal,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snee45eb3cfa7c8d5ea2a4e1ea4cc87781,optioncarriere.sn
Sales Manager (Crypto/Fintech/Payments),Black Pen Recruitment,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn10bc8f6f86e9817a972e471a6240219d,optioncarriere.sn
Senior Director of Sales - Global MTO & PSP Markets (Crypto/Fintech/Payments),Black Pen Recruitment,Dakar,N/A,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn0f0c6e341b16f7ec574dfd68ea691173,optioncarriere.sn
Investigation Officer,DEXINTEC,Dakar,N/A,Il y a 26 jours,https://www.optioncarriere.sn/jobad/snf0900325cc7c16dbb6a9b3df46e90531,optioncarriere.sn
Resources Acquisition & Management Director,World Vision International,Dakar,N/A,Il y a 27 jours,https://www.optioncarriere.sn/jobad/sn8c0111ed96fedb81c49af384ea4bb7aa,optioncarriere.sn
Télévendeurs – AnyVan Sénégal,AnyVan,Sénégal,N/A,Il y a 28 jours,https://www.optioncarriere.sn/jobad/snb476d7a3457bfff0de00dfb80247a5eb,optioncarriere.sn
