titre,entreprise,ville,contrat,date,lien,source,date_expiration
"Directeur(rice) Technique pour la santé maternelle, Néonatale et infantile et Nutrition",FHI 360,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/snc66efed12d4814b721cb0cdba70c3a69,optioncarriere,
Chargé(e) de Support Administratif,GPF,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sned288a288c6581da8da8c39712780f6e,optioncarriere,
Directeur Exécutif des Vaccins et de Bioproduction (CVO),Institut Pasteur de Dakar,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/snb648fcd75390834e17a676ade135bb06,optioncarriere,
Agent transit,TotalEnergies,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn830e25e57fd9d7eb9bc20a392b28b089,optioncarriere,
Coordinateur.rice régional.e pédagogique Afrique,Bibliothèques Sans Frontières,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn36289774aee9f019618daba8e99290d2,optioncarriere,
Assistant chef comptable,Azalai Hotels,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn492433971c0fb4b9bf81ba1bd4b07837,optioncarriere,
Qualiticien Terrain,Elite RH,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn91b01fbcddd76970d95d48038125ee85,optioncarriere,
Manager Achat & Moyens généraux,ALTEN Senegal,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn063b2f81a16eae21d34d3f3003cfd661,optioncarriere,
Gestionnaire de Portefeuille,CGF Bourse,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/snead90521362f76b694fdbd666a9b8270,optioncarriere,
Deux (2) premiers Commis de Cuisine,Axil Hotels,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn3d8aa84c434b3a44d2eda820887e8649,optioncarriere,
Assistant(e) Administratif(ve) et Qualité,,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn674fae9dff400bb4c7b613e50b25ea92,optioncarriere,
Spécialiste Marketing et Communication,Eureka Consulting International,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn9c4b70ad7b5dca9adb4dbcfb7dbe9f2c,optioncarriere,
Agents de collecte,ANSD,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn32ee9219aac79e605a45123d122db8b9,optioncarriere,
Interprète Billingue CHINOIS,MBS,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/snc9e134844212ee7686427c2c9354bfc8,optioncarriere,
People Operations Specialist (Chargé RH),Myriad,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn29b3abefb2f2466f4a9a3da378fc492c,optioncarriere,
CHAUFFEUR PRIVÉ / FAMILIAL À THIÈS,Top Management 24,Thiès,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn1f72266726f701461383242ee18a353c,optioncarriere,
Chargé de support technique (bilingue),Solar Panda Senegal,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/snf82b69edaa704bb5fc3eb40ff48d5fb1,optioncarriere,
Responsable des Ventes,G2 Invest,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sna49e97f186dcd10cf62b850120dea7cc,optioncarriere,
Conseiller en santé néonatale et infantile,Jhpiego,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3691fca64711c9afcfeaf72b874e74ba,optioncarriere,
Administrateur/trice comptable,,Kaffrine,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/snf41d139fc6bf03231c5a0f61b2bf65d4,optioncarriere,
Gérante institut de beauté soins et bien être,,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sna5aa454e19a3bc7bd979acc90274d5e4,optioncarriere,
Responsable des opérations des partenariats,Tostan,Thiès,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sne7d48ea878f0abccd1e0fb79c25171e7,optioncarriere,
Agent assurance qualité / Controle qualité,AMD Corporate,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn84189c1151c254b06d3249a38ef91bc2,optioncarriere,
Technicien en surveillance et système de contrôle d’accès,SAO CONSULTING GROUP,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn7e270b0c511acb66c11b5cd7367a900f,optioncarriere,
Responsable des Ventes,Azalai Hotels,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snc93d93b0a1f64c2e8d1043059f8597dd,optioncarriere,
Assistant Achat et Logistique,Elite RH,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn3deed1179979c7d86ac772debbb71061,optioncarriere,
Créateur de contenu numérique,Tostan,Thiès,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn759c46aadf6e126de18d70e78bf14648,optioncarriere,
02 Menuisiers,Topwork,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snca7c7387b6b05f3dfae99094b96c8f01,optioncarriere,
Responsable Assurance qualité,AMD Corporate,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn72b839e35cc7e784e355981f6673052b,optioncarriere,
02 Soudeurs,Topwork,Kédougou,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn540f3e4124ca379841c47ad19a9ae969,optioncarriere,
Spécialiste Infrastructure – Cloud,SYLVERSYS,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn610de7136f48291f96ff360d21328e81,optioncarriere,
Responsable Administratif et Financier,Elite RH,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn4e2ee6358a4062153d6c484633fdde3b,optioncarriere,
Commercial – Marketing Digital,SAO CONSULTING GROUP,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sne2e1b231b2f5fd60a4c6db561d92519f,optioncarriere,
02 Techniciens Instrumentistes,Topwork,Kédougou,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn15d7c1707ae636f4ebc78e791c2295a5,optioncarriere,
Superviseur HSE,TotalEnergies,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn1037b9677c9b34f55e3dc9265d10cdae,optioncarriere,
"Ingénieur en systèmes de contrôle SCADA/EMS et télécommunications, électricité",AMD Corporate,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn97072144525a4cebe1dca8ec52987ff9,optioncarriere,
02 Agents moyens généraux,Topwork,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn208c8f4cbd5215deda46e611a108ec3e,optioncarriere,
02 Électriciens,Topwork,Kédougou,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn115248ecdf0c0a61a5e94080a611935d,optioncarriere,
02 Mécaniciens,Topwork,Kédougou,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snf2562589dca3b0103bc84ab508e8d1ab,optioncarriere,
Commercial terrain agroalimentaire,Elite RH,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snbc7296a49ee9cca5c52f5fb408365e12,optioncarriere,
02 Plombiers,Topwork,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snf9b4869e19de8da65ec792493111fb09,optioncarriere,
Conseiller client,Foundever,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn90304c518f549e6afa8394b4d1b3764f,optioncarriere,
Conseiller client,Foundever®,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snd3473a4d313546ef37587742cd0913ef,optioncarriere,
Technicien Datacenter CVC,CFAO,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn2bb0bae0930236f4c9579eff0f2a5e2e,optioncarriere,
Technicien Datacenter CFO,CFAO,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn1efe705d946d97532eb9913f0aff8933,optioncarriere,
Stagiaire en Communication et Plaidoyer/ Communications and Advocacy Intern,World Vision International,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn6bf0f53086c7b71907fc9673d217d183,optioncarriere,
ELECTROMECANICIEN,Africa Global Logistics,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn8ee1f31083bb5aa806b58215188503d7,optioncarriere,
MECANICIEN MP,Africa Global Logistics,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn835cc52b77289773edb064a63a4d30a8,optioncarriere,
Expert Carrière,BIA Group,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn99b70a512fb19136dcae4283755ef5ca,optioncarriere,
Conseiller en laboratoire (Laboratory Advisor),FHI 360,Dakar,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn22a55a702c8a9adac6292964b0b6471f,optioncarriere,
Aide Gouvernante,MMBC,Dakar,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn41afa229b64c134b748b501a885e15d8,optioncarriere,
Maitre d’Hotel,MMBC,Dakar,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/snf291f4b7fec984558e82bc1dafbc85fe,optioncarriere,
Public Health Specialist (Emergency Management),Ambassade des Etats-Unis au Senegal,Dakar,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/sn9f4609670b4845cd98ee4a7e0b852549,optioncarriere,
Comptable Clients,CFAO,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn78b950f3f2149e9e2c5914b0c35a2628,optioncarriere,
Docteur en pharmacie,,Dakar,,Il y a 15 jours,https://www.optioncarriere.sn/jobad/snea71deccc5fb3b08a3005bf2de8bd74c,optioncarriere,
Trois (03) Chargés de Suivi Evaluation (S&E),Jhpiego,Sénégal,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sne90242ea1e5124ac92d7a7f6c2800905,optioncarriere,
Deux (02) Chargés(e) des Finances,Jhpiego,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn5c7dcaa2ca2f9d1982366850a74e5a00,optioncarriere,
Responsable de production (H/F) - Agroalimentaire,Michael Page,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snf97649314a25c1ca096cb6e261796167,optioncarriere,
Assistant (e) Achat,Sunda International,Dakar,,Il y a 19 jours,https://www.optioncarriere.sn/jobad/sndaea64244630cc0cdba3693a57682976,optioncarriere,
Aide cuisine,Sunda International,Dakar,,Il y a 20 jours,https://www.optioncarriere.sn/jobad/sn0c3a2d74378d16c4106488e707780667,optioncarriere,
Télévendeurs en conquête mobile/marché français,SHY Performance,Dakar,,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn044849f7bcf9bd84082de8c76b520021,optioncarriere,
Candidates au Mariage (Femmes Uniquement),Agence de mariage selective a Dakar,Sénégal,,Il y a 20 jours,https://www.optioncarriere.sn/jobad/sn9b0e6ce3f2b7ecfa384fb660032c684d,optioncarriere,
Préparateur(trice) de Devis Informatique (Profil Systèmes & Réseaux),Grazeina Technologies,Dakar,,Il y a 26 jours,https://www.optioncarriere.sn/jobad/sn16c301080ddb887ef96ace10f00a911d,optioncarriere,
Superviseur commercial expérimenté dans le domaine FMCG,Sunda International,Dakar,,Il y a 26 jours,https://www.optioncarriere.sn/jobad/snd130da87290154f268150666dcc9c632,optioncarriere,
Agents de Distribution / Promotion Terrain,Sunda International,Dakar,,Il y a 28 jours,https://www.optioncarriere.sn/jobad/snedf2a4063181872d0f73a8774e078b38,optioncarriere,
CONTROLEUR FINANCIER - SENEGAL,Michael Page,Sénégal,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn13601168d2e53dfa300915ecc6d6472f,optioncarriere,
Responsable Exploitation Hotel,,"Somone, Thiès",,Il y a 27 jours,https://www.optioncarriere.sn/jobad/sn758563d9143439bac7b0a8ab83038966,optioncarriere,
Comptable,LAfricaMobile,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snc4070b2e4d91313eb0c640da2c64b89c,optioncarriere,
DGA Agro-industrie- Sénégal,Michael Page,Sénégal,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn0789952e4caebc0b4b5a53d20f2ae055,optioncarriere,
Superviseur Maintenance Parc – Transport Primaire,La Laiterie du Berger,Sénégal,,Il y a 25 jours,https://www.optioncarriere.sn/jobad/sn41344c5452b5af810dbc6396577caf09,optioncarriere,
Superviseur Tracking & Monitoring,La Laiterie du Berger,Sénégal,,Il y a 25 jours,https://www.optioncarriere.sn/jobad/sn1dcc152355e3b42b6df9679e537eb73a,optioncarriere,
Lead Transport & Maintenance (DS/TP),La Laiterie du Berger,Sénégal,,Il y a 25 jours,https://www.optioncarriere.sn/jobad/snbc2330691d8f386d72fdfbb45cbcb35d,optioncarriere,
Agent commercial,CSS,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snafa972de7440f4de13afbb38faf8884d,optioncarriere,
Consultant Support FAI,ALTEN Senegal,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn976500b6e68dd79969541caa06d9125a,optioncarriere,
Développeur Front-End Expérimenté – Vue.js,ALTEN Senegal,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/snd91a75a6e636443d9d7645abdf309374,optioncarriere,
Développeur Fullstack Expérimenté – Java,ALTEN Senegal,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn31c967fc1555a3c121b8879a78ca332e,optioncarriere,
Formations et certifications en ligne Coursera – Partenaire d’Emploi Dakar,Coursera,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn0c53a08d8f74893ca48b1c5c41743d18,optioncarriere,
03 Coordonnateurs de Terrain Rotationnels,MyAgro,Sénégal,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn7c82dc0cfc1fa6b6bf90e7fa3119ea83,optioncarriere,
08 Agents Formateurs VE,MyAgro,Sénégal,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn4de7100db58e1966455d795bae0534d5,optioncarriere,
"Finance Archivist Intern, WCA Regional Office",Save the Children,Sénégal,,Il y a 10 heures,https://www.optioncarriere.sn/jobad/snfd4565f9ccb4b50606f753b4a2f5cc0f,optioncarriere,
Electrical Technician,Airswift,Sénégal,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn58a5616cbd5720eedcfd43a71ff0d7a0,optioncarriere,
Agent des Operations Maritimes – Documentation,CEVA Logistics,Dakar,,Il y a 7 heures,https://www.optioncarriere.sn/jobad/snf8340e7ac5486e7cbb69795f86a0e070,optioncarriere,
Stagiaire Déclarant en Douane,CEVA Logistics,Dakar,,Il y a 7 heures,https://www.optioncarriere.sn/jobad/snd090db61ae3b1c7426cebbbb4db304b0,optioncarriere,
Business Developer – Merchant Payments,Djamo,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn6c3d67c9d849868d473946e93dbf739c,optioncarriere,
Regional Program Manager,Diakonie Katastrophenhilfe,Dakar,,Il y a 14 heures,https://www.optioncarriere.sn/jobad/sn0d6b45450ed33637e5e32fbd26ce6da5,optioncarriere,
Chief Of Staff,Nixacom,Sénégal,,Il y a 10 heures,https://www.optioncarriere.sn/jobad/sn7ca5b5331a2e3b5ae434bf898752d886,optioncarriere,
Innovation Hub Coordinator for Western Africa,FAO,Dakar,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/sn8f22f03d9c7c0f582a046a1a228145fe,optioncarriere,
Equity & Options Trader,Maverick Trading,Kaolack,,Il y a 1 jour,https://www.optioncarriere.sn/jobad/snf0dee1ccbe4ae8660c8f589eb868125e,optioncarriere,
Business Development Director - Senegal,Visa,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snfbb4a589ef47c6ecff76d04d7892958a,optioncarriere,
Operations Team Leader (Social Infrastructure) RH Dakar,Islamic Development Bank,Dakar,,Il y a 3 jours,https://www.optioncarriere.sn/jobad/sn9a8c277f7e10ae4e2e75e4c90fcbd296,optioncarriere,
Operations Team Leader (Agriculture Infrastructure) RH Dakar,Islamic Development Bank,Dakar,,Il y a 3 jours,https://www.optioncarriere.sn/jobad/snd7d6957bfb1dad408b0f889bad488dd7,optioncarriere,
SENIOR SALES ENGINEER,Castolin Eutectic,Dakar,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/snf9294d5c572765ca5e8f18a8e2273961,optioncarriere,
Forex Trader/Risk,AudaCity Capital,Sénégal,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sna39bd4b643247401873f3f06ebe8d520,optioncarriere,
GEF Projects Sub-Regional Coordinator,FAO,Dakar,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snae0db20b78403f608ee2f5b639428c93,optioncarriere,
Editing & Proofreading Support,United Nations,Sénégal,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/sn2f0725e2ab11d5003ca58f867e725c72,optioncarriere,
Infrastructure Engineer,PLUS8SOFT,Sénégal,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snc1baeae547db3722f7838272397e571d,optioncarriere,
Manufacturing Team Leader,Philip Morris International,"Pikine, Dakar",,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sn46cebc18794f03acf48a88dca71303fe,optioncarriere,
Agent des Operations Maritimes - Documentation,CMA CGM,Dakar,,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sn360385a9c3a7d0ed121885c7ae2209a6,optioncarriere,
Stagiaire Déclarant en Douane,CMA CGM,Dakar,,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sncd56e936f603a1f4c3d71674a25bcd65,optioncarriere,
Pricing and Quoting Intern Apprentice West Africa,CMA CGM,Dakar,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn9667de1938e112ace0df096948bb023d,optioncarriere,
"Senior Malaria Advisor, DOS LEAP Global - Senegal",Dexis Consulting Group,Sénégal,,Il y a 6 jours,https://www.optioncarriere.sn/jobad/sna005330074413cd95355291cd0746434,optioncarriere,
Proofreading and Editing of the Portuguese Version of the Recovery Roadmap,United Nations,Sénégal,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn9f5e1d0e58f80a555e531d77b1e57ef8,optioncarriere,
Information Integrity Analyst,United Nations,Sénégal,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn8191695216c482a77c7d948d428a9e28,optioncarriere,
Data Center Technician - SN - Dakar - On-site,Reboot Monkey,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn9867ea8aae373cf20d571358ff89ce21,optioncarriere,
German Technical support L2,TalentWorldGroup,Sénégal,,Il y a 9 jours,https://www.optioncarriere.sn/jobad/sn696536532dceb6c581780a234cd91817,optioncarriere,
Area Sales Manager,WhiteCrow Research,Dakar,,Il y a 11 jours,https://www.optioncarriere.sn/jobad/sn5e95778a7ac8089a362819e1a003ba53,optioncarriere,
Business Development Director – Senegal,VISA,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn8bf3e739baa6257358c2d18bf1d48323,optioncarriere,
"Senior Malaria Advisor, DOS LEAP Global – Senegal",Dexis,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/snc2eefe4a6033fb24d765d757dd0e16b1,optioncarriere,
Legal Counsel,Wave,Dakar,,Il y a 4 jours,https://www.optioncarriere.sn/jobad/sn04d44a7ab0cf9c4c70566e70a011f16d,optioncarriere,
Legal Counsel,Wave Mobile Money,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn99484f64c55127fc713cdfee3ee146b4,optioncarriere,
Regional Business Development Director,Plan International,Dakar,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn8545a90559ac96b4309eff902ccf96cd,optioncarriere,
IBDP Coordinator,Enko Education,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn881e84a4655af50f1770a2126378b278,optioncarriere,
Merchant Distribution Supervisor,Wave Mobile Money,Dakar,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sn16533d9c18955b50c04c6dd437933a5b,optioncarriere,
Business Developer - Merchant Payments,Djamo,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/sn88bdd0c16659affe6727aa76eb25bf1f,optioncarriere,
SN Merchant Account Supervisor,Wave Mobile Money,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snc5626a8feefeecbf3d87c4719cae6b1a,optioncarriere,
Support Quality & Training Lead,Wave Mobile Money,Dakar,,Il y a 14 jours,https://www.optioncarriere.sn/jobad/snd17c7369c24be661975d5e1dc9d09eb7,optioncarriere,
Editing & proofreading of a guide for regulatory bodies (86p),United Nations,Sénégal,,Il y a 12 jours,https://www.optioncarriere.sn/jobad/sn5d8957aaba199aee75318e3acb68ca0f,optioncarriere,
National Project Support Officer (MHD),IOM,Dakar,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/sn37adadb3250eb21e0aca26551c5866d0,optioncarriere,
Pricing and Quoting Intern Apprentice West Africa,CEVA Logistics,Dakar,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/sne355e05905974ef03511c8d0cba519cf,optioncarriere,
HR Associate,UN Women,Dakar,,Il y a 5 jours,https://www.optioncarriere.sn/jobad/snc3d62bd88724da82fa3bf54ee334851f,optioncarriere,
Online Senegali French Teacher,Global LT,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sne6ce012b09a41060e4fc2821479183df,optioncarriere,
Conception graphique d'un rapport annuel,United Nations,Sénégal,,Il y a 13 jours,https://www.optioncarriere.sn/jobad/sna0067bb7626cb97d4c32ff84e7c14948,optioncarriere,
Oracle Retail Cloud (Functional / Techno Functional),TechBiz Global,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn11e9877f6b5913f2bde2e17b42e84419,optioncarriere,
QA Engineer- Salesforce Specialist,TechBiz Global,Dakar,,Il y a 2 mois,https://www.optioncarriere.sn/jobad/sn2ca432d7b0e4b05ee51123a7aef09c20,optioncarriere,
Emerging Leaders Trainee Programme,West Africa Farms,Saint-Louis,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn10a722d82e127c0fdc9e6ca3991008fc,optioncarriere,
Chauffeur,Ambassade des Etats-Unis a Dakar,Dakar,,Il y a 7 jours,https://www.optioncarriere.sn/jobad/sn6f7701b9d68b85d253198e5d3676d69e,optioncarriere,
Global eCommerce Specialist,CMA CGM,Dakar,,Il y a 26 jours,https://www.optioncarriere.sn/jobad/sn3101bce8be22a7ace83cee4f9367314f,optioncarriere,
Conseiller Client (F/H) - Service Client - Dakar - Français & Anglais,Concentrix,Dakar,,Il y a 27 jours,https://www.optioncarriere.sn/jobad/snce7325e771fe7ff0f4eba44f5bf057aa,optioncarriere,
"Resources Acquisition & Management Director, WV Senegal",World Vision International,Dakar,,Il y a 28 jours,https://www.optioncarriere.sn/jobad/sn2e3b32f6e8e472ec8baf6c7cd4686bd7,optioncarriere,
Cash-Based Interventions Officer,IOM,Dakar,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn5a69b4e48916db665a6daf7546021a61,optioncarriere,
Global Assurance Manager,Plan International,Dakar,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn126bdf4f2006150d3350193a3d576536,optioncarriere,
Internal Auditor,Wave Mobile Money,Dakar,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn5c3bd09347fffbb9ff7d9ee7d26a87f6,optioncarriere,
Regional Infrastructure Advisor,UNOPS,Dakar,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/snda40cddcc4b3d8c40c3f201922b5e0d7,optioncarriere,
IWG – Partnership Sales Lead,IWG,Dakar,,Il y a 8 jours,https://www.optioncarriere.sn/jobad/sn2f6c809984d3e1a069c94d1cd8c01d2e,optioncarriere,
Sales manager,ZETATECH,Sénégal,,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn53db9535746b9ec83f1159c89e4892e1,optioncarriere,
"JMM Brazil | Multicultural Teams | West Africa, South America",Reliant Mission,Sénégal,,Il y a 22 jours,https://www.optioncarriere.sn/jobad/sn3ee98003dc340628faae0973fe246b65,optioncarriere,
Brand Communications Manager,Wave Mobile Money,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn6b3d7c5c67096794ef34b228521ff3f8,optioncarriere,
Senior Business Analyst,Philip Morris International,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn74ea530d2ff1bd45cb3e295f17272216,optioncarriere,
Linguist Annotator,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snd8121348d6ed9b99fe35c1153c64b910,optioncarriere,
"Senior Malaria Advisor, DOS LEAP Global - Senegal",ZemiTek LLC,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn11526f3d263b6d9ccb2102179474f7d5,optioncarriere,
A.I Policy Reviewer,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snc30f841f4988560678c5673963177726,optioncarriere,
Computer Vision Annotator,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3b949ff52234897edd0fe816443dd97f,optioncarriere,
NLP Data annotator,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn04b11b5447ca744692b2d0a9ffecaf6a,optioncarriere,
Risk Analyst,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sna27b8a88c8c0b98ba18acf20d0420f3c,optioncarriere,
Trust and Safety Analyst,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sna7641d194072b61040723fb119b3a9cd,optioncarriere,
Document Analyst,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/snb24c3263a62cdabe3af7329a920350b4,optioncarriere,
LLM Evaluator (Model Response Analyst),Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn9f5b5c6d4d8658347ca87ef0b61a2d72,optioncarriere,
A.I Content Reviewer,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3cd36949d917c0f743d4ddd65eb8f937,optioncarriere,
Content Moderator (Trust and Safety Specialist),Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sne9f0fd81ea412538dfd6c4a060f7cbc5,optioncarriere,
Legal Data Analyst,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn219053ff0fdc113cbb54bec8d291218c,optioncarriere,
Computational Linguist Annotator,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn70b8c0c065c802f5eb3bd41f1e8fb58e,optioncarriere,
Information Extraction Specialist,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn1fd8400ee3ac2919bc5cc6caa2b01052,optioncarriere,
A.I Trainer,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn893b8d6443d39f41d8a49c3d23393d5d,optioncarriere,
Language Specialist Annotator,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn7bb69046888f9d1aedbab861269974bf,optioncarriere,
RLHF Specialist,Odixcity Consulting,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn3bef67ac2c949a8301c467d18faa494f,optioncarriere,
IT Incident & Technical Support Engineer,World Vision International,Dakar,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn203e4f06706c8b423923468bc6c5f0d1,optioncarriere,
Mailbox Audit & Compliance Team (MACT) Volunteer,International Humanity Foundation,Sénégal,,Il y a 1 mois,https://www.optioncarriere.sn/jobad/sn5a4f7fe822ad358dcfbe790c20023e11,optioncarriere,
